"day","maxT","minT","meanT","heat_dd","cool_dd","total_rain_mm","total_snow_cm","total_precip_mm","snow_on_grnd_cm","dir_max_gust_deg","speed_max_gust_kmh","Year","Month"
"01","-25.0","-32.2","-28.6","46.6","0.0","0.0","0.0","0.0","","","",1907,1
"02","-26.7","-33.3","-30.0","48.0","0.0","0.0","0.0","0.0","","","",1907,1
"03","-24.4","-32.2","-28.3","46.3","0.0","0.0","0.0","0.0","","","",1907,1
"04","-24.4","-26.7","-25.6","43.6","0.0","0.0","0.0","0.0","","","",1907,1
"05","-21.1","-28.9","-25.0","43.0","0.0","0.0","0.0","0.0","","","",1907,1
"06","-15.6","-23.3","-19.5","37.5","0.0","0.0","0.0","0.0","","","",1907,1
"07","-16.1","-26.7","-21.4","39.4","0.0","0.0","0.0","0.0","","","",1907,1
"08","-5.6","-28.9","-17.3","35.3","0.0","0.0","0.0","0.0","","","",1907,1
"09","0.0","-14.4","-7.2","25.2","0.0","0.0","0.0","0.0","","","",1907,1
"10","-1.7","-6.7","-4.2","22.2","0.0","0.0","0.0","0.0","","","",1907,1
"11","-5.0","-20.0","-12.5","30.5","0.0","0.0","5.1","5.1","","","",1907,1
"12","-20.6","-33.9","-27.3","45.3","0.0","0.0","0.0","0.0","","","",1907,1
"13","-27.8","-33.9","-30.9","48.9","0.0","0.0","0.0","0.0","","","",1907,1
"14","-29.4","-37.2","-33.3","51.3","0.0","0.0","0.0","0.0","","","",1907,1
"15","-17.8","-36.7","-27.3","45.3","0.0","0.0","0.0","0.0","","","",1907,1
"16","-21.1","-30.0","-25.6","43.6","0.0","0.0","0.0","0.0","","","",1907,1
"17","-13.3","-27.8","-20.6","38.6","0.0","0.0","0.0","0.0","","","",1907,1
"18","-8.9","-20.6","-14.8","32.8","0.0","0.0","0.0","0.0","","","",1907,1
"19","-17.2","-28.3","-22.8","40.8","0.0","0.0","0.0","0.0","","","",1907,1
"20","-17.8","-32.2","-25.0","43.0","0.0","0.0","0.0","0.0","","","",1907,1
"21","-17.8","-22.2","-20.0","38.0","0.0","0.0","0.0","0.0","","","",1907,1
"22","3.3","-20.0","-8.4","26.4","0.0","0.0","0.0","0.0","","","",1907,1
"23","-0.6","-12.8","-6.7","24.7","0.0","0.0","2.5","2.5","","","",1907,1
"24","-12.8","-21.1","-17.0","35.0","0.0","0.0","0.0","0.0","","","",1907,1
"25","-5.6","-21.1","-13.4","31.4","0.0","0.0","0.0","0.0","","","",1907,1
"26","-11.7","-19.4","-15.6","33.6","0.0","0.0","0.0","0.0","","","",1907,1
"27","-23.3","-29.4","-26.4","44.4","0.0","0.0","0.0","0.0","","","",1907,1
"28","-23.3","-33.3","-28.3","46.3","0.0","0.0","0.0","0.0","","","",1907,1
"29","-24.4","-28.3","-26.4","44.4","0.0","0.0","1.0","1.0","","","",1907,1
"30","-25.6","-30.0","-27.8","45.8","0.0","0.0","0.0","0.0","","","",1907,1
"31","-20.0","-27.8","-23.9","41.9","0.0","0.0","1.5","1.5","","","",1907,1
"01","-22.2","-27.2","-24.7","42.7","0.0","0.0","1.5","1.5","","","",1907,2
"02","-27.2","-38.3","-32.8","50.8","0.0","0.0","0.0","0.0","","","",1907,2
"03","-31.1","-40.0","-35.6","53.6","0.0","0.0","0.0","0.0","","","",1907,2
"04","-12.8","-37.8","-25.3","43.3","0.0","0.0","0.0","0.0","","","",1907,2
"05","-14.4","-28.9","-21.7","39.7","0.0","0.0","0.0","0.0","","","",1907,2
"06","6.1","-24.4","-9.2","27.2","0.0","0.0","0.0","0.0","","","",1907,2
"07","7.8","-8.3","-0.3","18.3","0.0","0.0","0.0","0.0","","","",1907,2
"08","8.9","-6.1","1.4","16.6","0.0","0.0","0.0","0.0","","","",1907,2
"09","7.8","-4.4","1.7","16.3","0.0","0.0","0.0","0.0","","","",1907,2
"10","10.6","0.0","5.3","12.7","0.0","0.0","0.0","0.0","","","",1907,2
"11","8.9","-3.3","2.8","15.2","0.0","0.0","0.0","0.0","","","",1907,2
"12","11.1","0.0","5.6","12.4","0.0","0.0","0.0","0.0","","","",1907,2
"13","7.8","-5.6","1.1","16.9","0.0","0.0","0.0","0.0","","","",1907,2
"14","11.7","-2.2","4.8","13.2","0.0","0.0","0.0","0.0","","","",1907,2
"15","13.9","1.1","7.5","10.5","0.0","0.0","0.0","0.0","","","",1907,2
"16","12.2","1.1","6.7","11.3","0.0","0.0","0.0","0.0","","","",1907,2
"17","2.2","-2.8","-0.3","18.3","0.0","0.0","0.0","0.0","","","",1907,2
"18","8.3","-7.8","0.3","17.7","0.0","0.0","0.0","0.0","","","",1907,2
"19","6.1","-6.7","-0.3","18.3","0.0","0.0","0.0","0.0","","","",1907,2
"20","-3.9","-9.4","-6.7","24.7","0.0","0.0","2.5","2.5","","","",1907,2
"21","-2.2","-11.1","-6.7","24.7","0.0","0.0","0.0","0.0","","","",1907,2
"22","6.7","-6.7","0.0","18.0","0.0","0.0","0.0","0.0","","","",1907,2
"23","6.7","1.1","3.9","14.1","0.0","0.0","0.0","0.0","","","",1907,2
"24","-1.1","-8.9","-5.0","23.0","0.0","0.0","0.0","0.0","","","",1907,2
"25","-7.2","-17.8","-12.5","30.5","0.0","0.0","1.0","1.0","","","",1907,2
"26","-13.9","-21.1","-17.5","35.5","0.0","0.0","0.0","0.0","","","",1907,2
"27","1.1","-16.7","-7.8","25.8","0.0","0.0","0.0","0.0","","","",1907,2
"28","0.0","-14.4","-7.2","25.2","0.0","0.0","0.0","0.0","","","",1907,2
"01","2.2","-11.7","-4.8","22.8","0.0","0.0","3.0","3.0","","","",1907,3
"02","2.2","-11.1","-4.5","22.5","0.0","0.0","2.5","2.5","","","",1907,3
"03","2.8","-11.1","-4.2","22.2","0.0","0.0","0.0","0.0","","","",1907,3
"04","3.3","-16.1","-6.4","24.4","0.0","0.0","0.0","0.0","","","",1907,3
"05","2.2","-10.0","-3.9","21.9","0.0","0.0","0.0","0.0","","","",1907,3
"06","0.6","-3.9","-1.7","19.7","0.0","0.0","0.0","0.0","","","",1907,3
"07","3.3","-7.8","-2.3","20.3","0.0","0.0","0.0","0.0","","","",1907,3
"08","-3.9","-7.2","-5.6","23.6","0.0","0.0","6.1","6.1","","","",1907,3
"09","-6.7","-18.3","-12.5","30.5","0.0","0.0","1.5","1.5","","","",1907,3
"10","-2.2","-15.6","-8.9","26.9","0.0","0.0","0.0","0.0","","","",1907,3
"11","-6.7","-11.1","-8.9","26.9","0.0","0.0","0.0","0.0","","","",1907,3
"12","-6.1","-20.0","-13.1","31.1","0.0","0.0","0.0","0.0","","","",1907,3
"13","2.2","-14.4","-6.1","24.1","0.0","0.0","0.0","0.0","","","",1907,3
"14","-3.3","-15.0","-9.2","27.2","0.0","0.0","0.0","0.0","","","",1907,3
"15","1.1","-10.6","-4.8","22.8","0.0","0.0","LegendTT","LegendTT","","","",1907,3
"16","-2.2","-15.6","-8.9","26.9","0.0","0.0","0.0","0.0","","","",1907,3
"17","-4.4","-16.7","-10.6","28.6","0.0","0.0","0.0","0.0","","","",1907,3
"18","-6.7","-10.0","-8.4","26.4","0.0","0.0","1.0","1.0","","","",1907,3
"19","10.0","-16.7","-3.4","21.4","0.0","0.0","0.0","0.0","","","",1907,3
"20","8.3","0.0","4.2","13.8","0.0","0.0","0.0","0.0","","","",1907,3
"21","5.6","-4.4","0.6","17.4","0.0","0.0","0.0","0.0","","","",1907,3
"22","4.4","-3.3","0.6","17.4","0.0","0.0","0.0","0.0","","","",1907,3
"23","7.8","-4.4","1.7","16.3","0.0","0.0","0.0","0.0","","","",1907,3
"24","-5.6","-7.8","-6.7","24.7","0.0","0.0","0.0","0.0","","","",1907,3
"25","-7.8","-16.7","-12.3","30.3","0.0","0.0","1.5","1.5","","","",1907,3
"26","-2.8","-20.0","-11.4","29.4","0.0","0.0","0.0","0.0","","","",1907,3
"27","6.1","-11.1","-2.5","20.5","0.0","0.0","0.0","0.0","","","",1907,3
"28","2.8","-6.7","-2.0","20.0","0.0","0.0","0.5","0.5","","","",1907,3
"29","-5.0","-21.7","-13.4","31.4","0.0","0.0","3.0","3.0","","","",1907,3
"30","1.7","-14.4","-6.4","24.4","0.0","0.0","0.0","0.0","","","",1907,3
"31","14.4","-7.2","3.6","14.4","0.0","0.0","0.0","0.0","","","",1907,3
"01","1.1","-3.9","-1.4","19.4","0.0","0.0","10.2","10.2","","","",1907,4
"02","0.0","-3.9","-2.0","20.0","0.0","0.0","0.5","0.5","","","",1907,4
"03","1.1","-3.3","-1.1","19.1","0.0","0.0","0.0","0.0","","","",1907,4
"04","10.0","-3.3","3.4","14.6","0.0","0.0","0.0","0.0","","","",1907,4
"05","7.2","-1.1","3.1","14.9","0.0","0.0","0.0","0.0","","","",1907,4
"06","8.9","-1.7","3.6","14.4","0.0","0.0","0.0","0.0","","","",1907,4
"07","6.7","-2.8","2.0","16.0","0.0","0.0","0.0","0.0","","","",1907,4
"08","13.9","-3.9","5.0","13.0","0.0","0.0","0.0","0.0","","","",1907,4
"09","16.7","-3.9","6.4","11.6","0.0","0.0","0.0","0.0","","","",1907,4
"10","13.3","-0.6","6.4","11.6","0.0","0.3","0.0","0.3","","","",1907,4
"11","7.8","-4.4","1.7","16.3","0.0","0.0","0.0","0.0","","","",1907,4
"12","8.3","-8.3","0.0","18.0","0.0","0.0","0.0","0.0","","","",1907,4
"13","13.3","-6.7","3.3","14.7","0.0","0.0","0.0","0.0","","","",1907,4
"14","5.0","-2.2","1.4","16.6","0.0","0.0","3.6","3.6","","","",1907,4
"15","6.1","-2.8","1.7","16.3","0.0","0.0","0.0","0.0","","","",1907,4
"16","3.9","-6.7","-1.4","19.4","0.0","0.0","0.0","0.0","","","",1907,4
"17","2.2","-2.2","0.0","18.0","0.0","0.0","3.6","3.6","","","",1907,4
"18","3.9","-4.4","-0.3","18.3","0.0","0.0","0.0","0.0","","","",1907,4
"19","6.7","-5.6","0.6","17.4","0.0","0.0","0.0","0.0","","","",1907,4
"20","18.9","-6.7","6.1","11.9","0.0","0.0","0.0","0.0","","","",1907,4
"21","16.7","0.6","8.7","9.3","0.0","0.0","0.0","0.0","","","",1907,4
"22","13.3","0.6","7.0","11.0","0.0","LegendTT","3.6","3.6","","","",1907,4
"23","4.4","-5.6","-0.6","18.6","0.0","0.0","20.8","20.8","","","",1907,4
"24","5.0","-5.6","-0.3","18.3","0.0","0.0","0.0","0.0","","","",1907,4
"25","2.2","-8.9","-3.4","21.4","0.0","0.0","1.5","1.5","","","",1907,4
"26","-3.9","-10.0","-7.0","25.0","0.0","0.0","1.5","1.5","","","",1907,4
"27","-3.3","-10.6","-7.0","25.0","0.0","0.0","0.0","0.0","","","",1907,4
"28","6.7","-13.9","-3.6","21.6","0.0","0.0","0.0","0.0","","","",1907,4
"29","12.8","-2.2","5.3","12.7","0.0","0.0","0.0","0.0","","","",1907,4
"30","12.8","-2.8","5.0","13.0","0.0","0.0","0.0","0.0","","","",1907,4
"01","6.1","-2.2","2.0","16.0","0.0","0.0","0.0","0.0","","","",1907,5
"02","8.3","-7.8","0.3","17.7","0.0","0.0","0.0","0.0","","","",1907,5
"03","11.1","-8.9","1.1","16.9","0.0","0.0","0.0","0.0","","","",1907,5
"04","11.7","-1.1","5.3","12.7","0.0","0.0","0.0","0.0","","","",1907,5
"05","9.4","0.0","4.7","13.3","0.0","0.0","0.0","0.0","","","",1907,5
"06","13.9","-6.7","3.6","14.4","0.0","0.0","0.0","0.0","","","",1907,5
"07","17.8","-2.2","7.8","10.2","0.0","1.5","0.0","1.5","","","",1907,5
"08","12.2","-2.2","5.0","13.0","0.0","0.0","0.0","0.0","","","",1907,5
"09","-0.6","-3.3","-2.0","20.0","0.0","0.0","0.5","0.5","","","",1907,5
"10","18.9","-4.4","7.3","10.7","0.0","LegendTT","0.0","LegendTT","","","",1907,5
"11","14.4","0.6","7.5","10.5","0.0","0.0","0.0","0.0","","","",1907,5
"12","13.9","0.0","7.0","11.0","0.0","0.0","0.0","0.0","","","",1907,5
"13","16.7","-4.4","6.2","11.8","0.0","0.0","0.0","0.0","","","",1907,5
"14","22.2","2.2","12.2","5.8","0.0","0.0","0.0","0.0","","","",1907,5
"15","18.9","4.4","11.7","6.3","0.0","0.0","0.0","0.0","","","",1907,5
"16","13.9","4.4","9.2","8.8","0.0","4.1","0.0","4.1","","","",1907,5
"17","13.3","3.9","8.6","9.4","0.0","0.0","0.0","0.0","","","",1907,5
"18","13.9","3.3","8.6","9.4","0.0","0.0","0.0","0.0","","","",1907,5
"19","11.7","3.3","7.5","10.5","0.0","1.5","0.0","1.5","","","",1907,5
"20","4.4","1.7","3.1","14.9","0.0","9.1","0.0","9.1","","","",1907,5
"21","6.7","-0.6","3.1","14.9","0.0","0.0","0.0","0.0","","","",1907,5
"22","7.2","-2.2","2.5","15.5","0.0","0.5","0.0","0.5","","","",1907,5
"23","8.3","-1.1","3.6","14.4","0.0","0.0","0.0","0.0","","","",1907,5
"24","11.7","-2.2","4.8","13.2","0.0","0.0","0.0","0.0","","","",1907,5
"25","17.2","0.0","8.6","9.4","0.0","0.0","0.0","0.0","","","",1907,5
"26","20.0","3.3","11.7","6.3","0.0","0.0","0.0","0.0","","","",1907,5
"27","23.3","6.7","15.0","3.0","0.0","0.0","0.0","0.0","","","",1907,5
"28","20.0","6.7","13.4","4.6","0.0","0.3","0.0","0.3","","","",1907,5
"29","17.2","5.6","11.4","6.6","0.0","0.8","0.0","0.8","","","",1907,5
"30","20.0","2.2","11.1","6.9","0.0","3.8","0.0","3.8","","","",1907,5
"31","13.9","1.7","7.8","10.2","0.0","4.3","0.0","4.3","","","",1907,5
"01","12.2","5.6","8.9","9.1","0.0","2.5","0.0","2.5","","","",1907,6
"02","14.4","1.1","7.8","10.2","0.0","0.0","0.0","0.0","","","",1907,6
"03","13.9","4.4","9.2","8.8","0.0","0.3","0.0","0.3","","","",1907,6
"04","19.4","0.6","10.0","8.0","0.0","0.0","0.0","0.0","","","",1907,6
"05","23.3","6.7","15.0","3.0","0.0","0.0","0.0","0.0","","","",1907,6
"06","21.1","4.4","12.8","5.2","0.0","2.0","0.0","2.0","","","",1907,6
"07","12.2","8.3","10.3","7.7","0.0","7.6","0.0","7.6","","","",1907,6
"08","18.9","6.7","12.8","5.2","0.0","14.2","0.0","14.2","","","",1907,6
"09","16.1","6.7","11.4","6.6","0.0","5.6","0.0","5.6","","","",1907,6
"10","20.0","1.7","10.9","7.1","0.0","0.0","0.0","0.0","","","",1907,6
"11","21.1","3.3","12.2","5.8","0.0","0.0","0.0","0.0","","","",1907,6
"12","21.1","8.9","15.0","3.0","0.0","7.6","0.0","7.6","","","",1907,6
"13","14.4","7.8","11.1","6.9","0.0","19.8","0.0","19.8","","","",1907,6
"14","20.6","5.0","12.8","5.2","0.0","0.0","0.0","0.0","","","",1907,6
"15","20.0","1.7","10.9","7.1","0.0","0.0","0.0","0.0","","","",1907,6
"16","16.1","8.9","12.5","5.5","0.0","2.0","0.0","2.0","","","",1907,6
"17","22.2","6.7","14.5","3.5","0.0","0.0","0.0","0.0","","","",1907,6
"18","25.0","5.0","15.0","3.0","0.0","0.0","0.0","0.0","","","",1907,6
"19","25.0","5.6","15.3","2.7","0.0","0.0","0.0","0.0","","","",1907,6
"20","23.3","5.6","14.5","3.5","0.0","5.1","0.0","5.1","","","",1907,6
"21","12.2","4.4","8.3","9.7","0.0","0.8","0.0","0.8","","","",1907,6
"22","12.2","4.4","8.3","9.7","0.0","5.3","0.0","5.3","","","",1907,6
"23","21.1","1.1","11.1","6.9","0.0","0.0","0.0","0.0","","","",1907,6
"24","23.3","10.0","16.7","1.3","0.0","0.0","0.0","0.0","","","",1907,6
"25","26.7","6.7","16.7","1.3","0.0","0.0","0.0","0.0","","","",1907,6
"26","26.7","10.0","18.4","0.0","0.4","LegendTT","0.0","LegendTT","","","",1907,6
"27","26.1","11.1","18.6","0.0","0.6","0.0","0.0","0.0","","","",1907,6
"28","22.2","10.0","16.1","1.9","0.0","0.3","0.0","0.3","","","",1907,6
"29","15.6","10.0","12.8","5.2","0.0","20.8","0.0","20.8","","","",1907,6
"30","18.3","8.9","13.6","4.4","0.0","1.5","0.0","1.5","","","",1907,6
"01","23.3","5.6","14.5","3.5","0.0","0.0","0.0","0.0","","","",1907,7
"02","25.0","10.0","17.5","0.5","0.0","0.0","0.0","0.0","","","",1907,7
"03","24.4","8.3","16.4","1.6","0.0","0.0","0.0","0.0","","","",1907,7
"04","24.4","8.3","16.4","1.6","0.0","0.0","0.0","0.0","","","",1907,7
"05","22.2","6.7","14.5","3.5","0.0","0.0","0.0","0.0","","","",1907,7
"06","21.1","5.6","13.4","4.6","0.0","0.0","0.0","0.0","","","",1907,7
"07","23.3","8.3","15.8","2.2","0.0","0.0","0.0","0.0","","","",1907,7
"08","22.2","4.4","13.3","4.7","0.0","3.6","0.0","3.6","","","",1907,7
"09","24.4","7.2","15.8","2.2","0.0","0.0","0.0","0.0","","","",1907,7
"10","28.9","8.3","18.6","0.0","0.6","0.8","0.0","0.8","","","",1907,7
"11","28.3","11.1","19.7","0.0","1.7","0.0","0.0","0.0","","","",1907,7
"12","27.2","7.8","17.5","0.5","0.0","6.1","0.0","6.1","","","",1907,7
"13","18.9","4.4","11.7","6.3","0.0","0.0","0.0","0.0","","","",1907,7
"14","17.2","7.2","12.2","5.8","0.0","1.0","0.0","1.0","","","",1907,7
"15","21.7","4.4","13.1","4.9","0.0","1.5","0.0","1.5","","","",1907,7
"16","20.0","10.0","15.0","3.0","0.0","0.0","0.0","0.0","","","",1907,7
"17","20.0","8.9","14.5","3.5","0.0","0.0","0.0","0.0","","","",1907,7
"18","22.2","8.9","15.6","2.4","0.0","0.5","0.0","0.5","","","",1907,7
"19","25.6","4.4","15.0","3.0","0.0","0.0","0.0","0.0","","","",1907,7
"20","17.8","10.0","13.9","4.1","0.0","0.0","0.0","0.0","","","",1907,7
"21","21.1","5.6","13.4","4.6","0.0","5.1","0.0","5.1","","","",1907,7
"22","22.2","8.9","15.6","2.4","0.0","0.0","0.0","0.0","","","",1907,7
"23","25.6","5.6","15.6","2.4","0.0","1.5","0.0","1.5","","","",1907,7
"24","20.0","10.0","15.0","3.0","0.0","1.5","0.0","1.5","","","",1907,7
"25","25.6","7.8","16.7","1.3","0.0","0.0","0.0","0.0","","","",1907,7
"26","26.1","8.9","17.5","0.5","0.0","0.0","0.0","0.0","","","",1907,7
"27","26.7","7.8","17.3","0.7","0.0","0.0","0.0","0.0","","","",1907,7
"28","26.1","7.8","17.0","1.0","0.0","0.0","0.0","0.0","","","",1907,7
"29","26.7","8.9","17.8","0.2","0.0","0.0","0.0","0.0","","","",1907,7
"30","26.7","8.9","17.8","0.2","0.0","0.0","0.0","0.0","","","",1907,7
"31","27.8","10.0","18.9","0.0","0.9","0.0","0.0","0.0","","","",1907,7
"01","25.6","10.0","17.8","0.2","0.0","0.0","0.0","0.0","","","",1907,8
"02","27.2","6.7","17.0","1.0","0.0","0.0","0.0","0.0","","","",1907,8
"03","26.7","10.6","18.7","0.0","0.7","18.8","0.0","18.8","","","",1907,8
"04","21.7","7.8","14.8","3.2","0.0","2.0","0.0","2.0","","","",1907,8
"05","15.0","10.0","12.5","5.5","0.0","1.3","0.0","1.3","","","",1907,8
"06","17.2","1.1","9.2","8.8","0.0","0.0","0.0","0.0","","","",1907,8
"07","22.8","5.6","14.2","3.8","0.0","0.0","0.0","0.0","","","",1907,8
"08","18.3","9.4","13.9","4.1","0.0","7.6","0.0","7.6","","","",1907,8
"09","10.0","7.2","8.6","9.4","0.0","20.1","0.0","20.1","","","",1907,8
"10","16.1","3.3","9.7","8.3","0.0","2.0","0.0","2.0","","","",1907,8
"11","17.2","6.7","12.0","6.0","0.0","0.0","0.0","0.0","","","",1907,8
"12","18.9","5.0","12.0","6.0","0.0","0.0","0.0","0.0","","","",1907,8
"13","21.1","3.3","12.2","5.8","0.0","0.0","0.0","0.0","","","",1907,8
"14","20.0","9.4","14.7","3.3","0.0","6.9","0.0","6.9","","","",1907,8
"15","21.1","8.9","15.0","3.0","0.0","2.3","0.0","2.3","","","",1907,8
"16","21.1","6.7","13.9","4.1","0.0","0.0","0.0","0.0","","","",1907,8
"17","10.6","7.2","8.9","9.1","0.0","5.1","0.0","5.1","","","",1907,8
"18","11.1","2.2","6.7","11.3","0.0","5.1","0.0","5.1","","","",1907,8
"19","18.3","1.1","9.7","8.3","0.0","0.0","0.0","0.0","","","",1907,8
"20","20.6","2.2","11.4","6.6","0.0","0.0","0.0","0.0","","","",1907,8
"21","24.4","4.4","14.4","3.6","0.0","0.0","0.0","0.0","","","",1907,8
"22","25.6","6.7","16.2","1.8","0.0","0.0","0.0","0.0","","","",1907,8
"23","25.6","6.7","16.2","1.8","0.0","0.0","0.0","0.0","","","",1907,8
"24","27.8","7.8","17.8","0.2","0.0","0.0","0.0","0.0","","","",1907,8
"25","16.7","13.3","15.0","3.0","0.0","8.6","0.0","8.6","","","",1907,8
"26","15.6","8.9","12.3","5.7","0.0","0.0","0.0","0.0","","","",1907,8
"27","10.0","7.8","8.9","9.1","0.0","1.0","0.0","1.0","","","",1907,8
"28","20.0","-0.6","9.7","8.3","0.0","0.0","0.0","0.0","","","",1907,8
"29","21.1","4.4","12.8","5.2","0.0","0.0","0.0","0.0","","","",1907,8
"30","12.8","5.6","9.2","8.8","0.0","4.1","0.0","4.1","","","",1907,8
"31","20.0","1.7","10.9","7.1","0.0","0.0","0.0","0.0","","","",1907,8
"01","24.4","2.2","13.3","4.7","0.0","0.0","0.0","0.0","","","",1907,9
"02","25.6","5.6","15.6","2.4","0.0","0.0","0.0","0.0","","","",1907,9
"03","18.3","3.3","10.8","7.2","0.0","0.0","0.0","0.0","","","",1907,9
"04","21.1","6.7","13.9","4.1","0.0","0.0","0.0","0.0","","","",1907,9
"05","22.8","3.3","13.1","4.9","0.0","0.0","0.0","0.0","","","",1907,9
"06","16.7","7.8","12.3","5.7","0.0","4.3","0.0","4.3","","","",1907,9
"07","17.8","7.8","12.8","5.2","0.0","3.8","0.0","3.8","","","",1907,9
"08","22.2","10.0","16.1","1.9","0.0","0.0","0.0","0.0","","","",1907,9
"09","26.7","8.9","17.8","0.2","0.0","0.0","0.0","0.0","","","",1907,9
"10","4.4","1.7","3.1","14.9","0.0","3.0","2.5","5.6","","","",1907,9
"11","2.2","-0.6","0.8","17.2","0.0","2.0","13.2","15.2","","","",1907,9
"12","3.3","-1.1","1.1","16.9","0.0","0.0","8.9","8.9","","","",1907,9
"13","11.1","-6.7","2.2","15.8","0.0","0.0","0.0","0.0","","","",1907,9
"14","6.7","2.2","4.5","13.5","0.0","4.1","0.0","4.1","","","",1907,9
"15","3.9","0.0","2.0","16.0","0.0","2.5","2.0","4.6","","","",1907,9
"16","11.7","2.2","7.0","11.0","0.0","11.2","0.0","11.2","","","",1907,9
"17","7.8","3.3","5.6","12.4","0.0","0.0","0.0","0.0","","","",1907,9
"18","15.0","-2.8","6.1","11.9","0.0","0.0","0.0","0.0","","","",1907,9
"19","12.8","5.0","8.9","9.1","0.0","0.0","0.0","0.0","","","",1907,9
"20","13.9","1.1","7.5","10.5","0.0","0.0","0.0","0.0","","","",1907,9
"21","21.1","-0.6","10.3","7.7","0.0","0.0","0.0","0.0","","","",1907,9
"22","24.4","6.7","15.6","2.4","0.0","0.0","0.0","0.0","","","",1907,9
"23","21.1","10.6","15.9","2.1","0.0","0.0","0.0","0.0","","","",1907,9
"24","17.2","1.1","9.2","8.8","0.0","0.0","0.0","0.0","","","",1907,9
"25","17.2","3.3","10.3","7.7","0.0","0.0","0.0","0.0","","","",1907,9
"26","16.1","2.2","9.2","8.8","0.0","0.0","0.0","0.0","","","",1907,9
"27","13.9","4.4","9.2","8.8","0.0","5.1","0.0","5.1","","","",1907,9
"28","8.9","3.3","6.1","11.9","0.0","0.5","0.0","0.5","","","",1907,9
"29","18.9","-2.2","8.4","9.6","0.0","0.0","0.0","0.0","","","",1907,9
"30","22.2","4.4","13.3","4.7","0.0","0.0","0.0","0.0","","","",1907,9
"01","16.7","4.4","10.6","7.4","0.0","3.8","0.0","3.8","","","",1907,10
"02","13.3","-1.1","6.1","11.9","0.0","0.0","0.0","0.0","","","",1907,10
"03","17.8","2.2","10.0","8.0","0.0","0.0","0.0","0.0","","","",1907,10
"04","20.0","2.2","11.1","6.9","0.0","0.0","0.0","0.0","","","",1907,10
"05","21.1","5.6","13.4","4.6","0.0","0.0","0.0","0.0","","","",1907,10
"06","16.7","7.2","12.0","6.0","0.0","0.0","0.0","0.0","","","",1907,10
"07","20.6","1.1","10.9","7.1","0.0","0.0","0.0","0.0","","","",1907,10
"08","17.2","2.2","9.7","8.3","0.0","0.0","0.0","0.0","","","",1907,10
"09","21.7","1.7","11.7","6.3","0.0","0.0","0.0","0.0","","","",1907,10
"10","17.8","1.1","9.5","8.5","0.0","0.0","0.0","0.0","","","",1907,10
"11","23.9","0.6","12.3","5.7","0.0","0.0","0.0","0.0","","","",1907,10
"12","21.7","3.9","12.8","5.2","0.0","0.0","0.0","0.0","","","",1907,10
"13","22.2","5.0","13.6","4.4","0.0","0.0","0.0","0.0","","","",1907,10
"14","21.1","-0.6","10.3","7.7","0.0","0.0","0.0","0.0","","","",1907,10
"15","15.6","5.6","10.6","7.4","0.0","0.0","0.0","0.0","","","",1907,10
"16","12.8","1.1","7.0","11.0","0.0","0.0","0.0","0.0","","","",1907,10
"17","8.9","-5.0","2.0","16.0","0.0","0.0","0.0","0.0","","","",1907,10
"18","18.9","-4.4","7.3","10.7","0.0","0.0","0.0","0.0","","","",1907,10
"19","15.6","-2.2","6.7","11.3","0.0","0.0","0.0","0.0","","","",1907,10
"20","21.1","-2.2","9.5","8.5","0.0","0.0","0.0","0.0","","","",1907,10
"21","16.7","6.7","11.7","6.3","0.0","0.0","0.0","0.0","","","",1907,10
"22","20.6","2.2","11.4","6.6","0.0","0.0","0.0","0.0","","","",1907,10
"23","14.4","4.4","9.4","8.6","0.0","0.0","0.0","0.0","","","",1907,10
"24","12.8","-3.3","4.8","13.2","0.0","0.0","0.0","0.0","","","",1907,10
"25","17.8","1.1","9.5","8.5","0.0","0.0","0.0","0.0","","","",1907,10
"26","11.1","4.4","7.8","10.2","0.0","0.0","0.0","0.0","","","",1907,10
"27","14.4","-3.3","5.6","12.4","0.0","0.0","0.0","0.0","","","",1907,10
"28","12.8","-4.4","4.2","13.8","0.0","0.0","0.0","0.0","","","",1907,10
"29","16.7","-3.3","6.7","11.3","0.0","0.0","0.0","0.0","","","",1907,10
"30","11.1","3.3","7.2","10.8","0.0","LegendTT","0.0","LegendTT","","","",1907,10
"31","10.6","-6.7","2.0","16.0","0.0","0.0","0.0","0.0","","","",1907,10
"01","12.2","-5.6","3.3","14.7","0.0","0.0","0.0","0.0","","","",1907,11
"02","8.9","1.7","5.3","12.7","0.0","LegendTT","0.0","LegendTT","","","",1907,11
"03","8.3","-5.6","1.4","16.6","0.0","0.0","0.0","0.0","","","",1907,11
"04","13.3","2.2","7.8","10.2","0.0","0.0","0.0","0.0","","","",1907,11
"05","16.1","-3.3","6.4","11.6","0.0","0.0","0.0","0.0","","","",1907,11
"06","6.7","1.1","3.9","14.1","0.0","0.0","1.0","1.0","","","",1907,11
"07","7.8","-7.8","0.0","18.0","0.0","0.0","0.0","0.0","","","",1907,11
"08","12.8","-4.4","4.2","13.8","0.0","0.0","0.0","0.0","","","",1907,11
"09","7.2","-1.1","3.1","14.9","0.0","0.0","0.0","0.0","","","",1907,11
"10","8.3","-2.2","3.1","14.9","0.0","0.0","0.0","0.0","","","",1907,11
"11","11.1","-5.6","2.8","15.2","0.0","0.0","0.0","0.0","","","",1907,11
"12","5.6","-2.2","1.7","16.3","0.0","0.0","0.0","0.0","","","",1907,11
